5242551676666951|08|2225|679
5242559823184587|01|2227|299
5242556183573425|06|2224|669
5242558525996858|12|2231|435
5242559086837008|11|2228|532
5242551688267787|02|2225|584
5242551801724799|08|2233|948
5242556718476910|01|2232|505
5242554322411491|05|2227|791
5242558637895167|01|2229|671
5242558820057025|01|2231|648
5242552521403231|08|2230|592
5242555694492554|11|2223|479
5242559835745386|03|2223|369
5242554364328415|10|2233|450
5242555632854525|05|2227|809
5242554032190733|12|2232|339
5242554540331571|01|2228|447
5242557230365545|05|2230|398
5242559798262135|09|2231|595
5242556777089814|02|2231|174
5242552091199970|10|2225|896
5242554003212514|03|2225|324
5242553698098758|08|2231|593
5242559746083414|10|2230|326
5242554708754130|08|2226|777
5242551511505276|08|2226|783
5242553556083014|11|2233|744
5242556263973953|02|2224|672
5242553051973345|07|2224|275
5242557943601239|06|2231|819
5242557974881291|04|2225|914
5242553373245959|10|2231|754
5242557706784641|03|2227|233
5242557855286321|05|2223|994
5242552462908014|05|2226|401
5242555802476682|01|2228|793
5242557886986774|10|2225|728
5242556486254469|02|2225|579
5242551660759358|05|2225|451
5242557426601106|03|2223|182
5242559067893164|03|2229|539
5242556496904356|08|2224|892
5242558284915986|06|2227|361
5242558534861905|04|2228|411
5242555290215945|01|2229|735
5242553093944294|11|2223|481
5242553690869774|04|2224|982
5242556059073070|08|2226|221
5242553405199091|05|2224|567
5242557999551234|08|2230|424
5242551644942550|02|2224|942
5242552214854505|06|2231|141
5242554296649090|12|2233|114
5242555123928383|04|2232|302
5242557184342098|10|2228|523
5242551511121921|12|2228|421
5242552132433023|02|2227|405
5242559030910245|01|2227|678
5242553461285524|09|2228|611
5242558179294778|07|2226|117
5242557086181869|11|2227|431
5242559678662175|04|2229|574
5242554508794290|06|2229|658
5242559528207863|08|2226|960
5242558109866166|06|2224|974
5242556308690943|05|2229|664
5242552941725346|11|2227|715
5242553129894948|11|2226|697
5242554970200583|04|2229|401
5242555627810381|11|2223|576
5242557945896565|06|2226|513
5242558760178680|05|2232|571
5242555811962984|10|2224|664
5242558047921324|01|2229|450
5242557859826023|07|2225|909
5242555270175395|09|2230|584
5242553436301514|05|2228|283
5242557598535740|10|2226|808
5242559058832316|04|2223|949
5242552349683028|07|2231|287
5242556745870491|01|2228|991
5242557480759412|06|2230|588
5242552919341065|06|2230|961
5242559960216713|03|2230|710
5242552643180067|07|2231|393
5242551900046899|03|2226|287
5242555451189721|05|2229|885
5242555382541732|12|2226|667
5242555980655726|07|2230|935
5242557756217193|12|2233|879
5242553220617760|02|2230|278
5242557329306186|09|2227|308
5242558451652235|08|2230|261
5242551375903091|07|2233|482
5242557364060980|10|2231|410
5242554741761394|11|2231|412
5242558981893037|07|2229|444
5242559122773844|10|2230|471
5242554793811791|04|2223|875
5242558114050612|10|2225|681
5242558661401916|02|2224|210
5242557254748289|04|2224|244
5242551822292972|01|2224|464
5242557313935960|03|2229|800
5242553270519803|03|2225|674
5242559528341093|05|2227|846
5242557281383356|05|2226|765
5242555026435127|09|2225|624
5242557331408356|03|2228|388
5242555904012973|03|2230|587
5242558373657395|03|2230|827
5242551597955969|01|2229|677
5242558088821667|06|2233|977
5242555630986501|12|2223|898
5242557776374650|10|2231|523
5242554601816128|05|2228|995
5242557123049993|09|2233|790
5242556055668383|09|2233|226
5242559870574937|02|2226|162
5242553761841940|01|2230|494
5242554052834894|12|2225|308
5242554357557743|07|2228|264
5242559643292727|02|2230|211
5242559750822322|07|2224|223
5242558562404966|05|2228|458
5242559856149202|05|2233|461
5242558760587340|08|2228|731
5242555074545924|08|2232|605
5242554789691395|04|2231|845
5242556795054966|07|2232|642
5242553343937150|02|2226|488
5242558811175596|03|2231|356
5242558714222030|07|2230|320
5242558067601010|11|2229|225
5242555117157684|03|2223|723
5242556623337657|02|2228|300
5242554859790410|02|2226|543
5242554351456049|01|2232|537
5242554999365988|04|2232|476
5242552714011645|10|2227|431
5242557557927015|01|2223|801
5242555938047305|02|2223|129
5242559513456531|04|2223|417
5242556043283136|04|2232|319
5242559382462512|10|2230|841
5242558752436067|10|2226|297
5242559298644650|06|2226|224
5242555539565346|02|2232|496
5242554026817330|10|2232|256
5242551872899964|09|2232|774
5242552287187364|08|2227|413
5242557573937600|08|2227|569
5242553623786726|06|2226|252
5242558059783458|02|2228|867
5242557618784721|11|2224|313
5242554320709462|01|2227|971
5242551950558440|07|2231|343
5242557552216853|06|2227|864
5242552851304163|10|2228|216
5242554578072741|12|2223|280
5242556165292216|11|2224|679
5242555491765975|02|2230|885
5242557707914253|05|2223|201
5242559123206051|05|2233|270
5242552399013912|06|2230|270
5242557955411793|09|2231|365
5242553672743134|06|2227|141
5242551128380210|11|2226|800
5242553433820518|02|2226|198
5242553209131406|12|2230|139
5242555710993914|01|2225|325
5242559768334155|01|2229|369
5242553181257628|08|2226|868
5242552618726870|07|2227|505
5242553018654947|09|2225|676
5242559813517532|09|2232|469
5242559708812225|08|2226|530
5242552360214883|08|2230|387
5242557014649761|02|2227|509
5242559720528798|05|2232|644
5242551493249393|09|2223|322
5242555912785456|05|2228|277
5242554254749070|03|2225|394
5242555701927548|09|2232|547
5242554705445745|11|2231|531
5242558155324792|02|2225|828
5242558416506287|05|2227|497
5242556934210268|10|2223|589
5242551601532252|09|2227|543
5242558999800091|07|2224|381
5242551409413590|07|2224|614
5242558991552133|01|2229|558
5242558307366842|11|2231|441
5242551919733279|04|2227|728
5242554086731969|12|2225|150
5242552563636358|05|2233|314
5242557277081940|09|2223|774
5242559544744515|04|2227|689
5242551680102877|11|2225|439
5242558024046892|06|2227|940
5242559453433646|04|2228|539
5242554698280808|03|2226|426
5242553354482842|01|2230|805
5242559125938238|08|2231|646
5242558973829269|03|2225|979
5242557321774816|08|2226|635
5242553285567043|06|2227|201
5242556785295934|02|2229|160
5242558152642728|01|2225|723
5242552044474777|05|2224|714
5242552698403387|07|2233|588
5242558940069874|01|2225|625
5242559581590253|09|2232|623
5242558816217826|12|2229|454
5242556501001579|06|2224|417
5242559689691240|02|2233|288
5242551308762627|02|2229|724
5242555762895005|09|2227|169
5242552703039375|06|2226|307
5242554570758748|07|2223|679
5242556505756514|01|2231|810
5242551739104500|04|2229|963
5242555151116176|07|2227|959
5242556334067459|09|2230|182
5242551877358062|02|2225|658
5242555033798669|11|2225|980
5242554704198164|09|2228|273
5242554792152932|01|2223|382
5242555392163384|12|2229|729
5242552299025724|11|2228|593
5242557149538007|12|2232|473
5242551817823620|08|2228|350
5242552540020751|03|2227|873
5242557714040372|06|2223|149
5242558980269248|03|2225|442
5242552450121393|05|2229|183
5242556649056191|01|2230|843
5242553827127139|04|2231|930
5242554251563541|04|2225|434
5242555570456860|08|2233|523
5242554611864569|01|2232|839
5242556968642014|10|2224|430
5242557481379740|10|2224|305
5242552360230984|03|2233|820
5242557309989248|10|2233|177
5242551441835382|08|2226|173
5242553093247207|04|2226|900
5242558123400869|09|2228|474
5242554263852984|12|2229|598
5242555510693579|08|2225|142
5242555424828573|04|2223|574
5242551310520524|05|2223|649
5242557955157252|09|2231|441
5242553129963505|05|2232|866
5242555995656107|08|2231|810
5242559073377967|05|2233|254
5242558874264680|07|2233|652
5242557200057580|12|2229|609
5242552294753453|09|2232|907
5242558414763308|11|2228|254
5242557347189862|01|2230|408
5242558206471572|06|2227|508
5242551113974738|09|2223|751
5242552295291071|02|2232|862
5242556857748081|03|2226|865
5242556226679682|03|2223|368
5242558035164402|04|2226|956
5242557466167005|02|2223|832
5242557170899544|11|2227|324
5242554590458865|09|2223|578
5242557824379508|07|2226|454
5242554128347974|02|2224|450
5242559462282662|12|2226|538
5242559974313072|01|2233|580
5242557217451775|06|2225|570
5242551370825615|06|2229|790
5242553340081958|02|2228|583
5242559912967824|07|2223|896
5242559622634122|06|2225|197
5242553327017035|01|2231|960
5242555292996917|06|2231|650
5242554453251272|09|2232|300
5242557263359373|04|2226|408
5242559171819034|07|2231|170
5242553905536011|10|2233|327
5242551458996969|12|2229|669
5242555011301055|07|2229|857
5242554405850620|07|2227|122
5242551399228768|12|2224|208
5242559643300215|05|2230|166
5242556977942563|12|2231|627
5242553407716474|04|2229|288
5242551881885093|12|2230|906
5242557353129946|01|2225|935
5242555751888854|11|2231|444
5242551993306913|11|2227|535
5242553872912534|12|2229|668
5242558738454639|08|2226|138
